vignette_id,family_id,family_name,scenario_id,task_object,violation_form,agent_gender,partner_gender,relationship_context,severity,intentionality,agent_name,partner_name,obligation_source,vignette_text
EMOLAB-03_MM_MLD,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,M,M,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 (male) and Agent 2 (male) have been dating for 3 years. Agent 1 did not acknowledge one significant accomplishment of Agent 2's, despite Agent 2 mentioning it directly. Agent 2 told Agent 1 it felt like Agent 2's efforts didn't matter to Agent 1. Agent 1 said Agent 1 knew Agent 2 wanted more acknowledgment but didn't think it needed to be a regular thing. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-03_MM_SEV,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,M,M,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 (male) and Agent 2 (male) have been dating for 3 years. Agent 1 has repeatedly failed to acknowledge Agent 2's accomplishments over several months, even when Agent 2 mentions them directly. Agent 2 told Agent 1 it felt like Agent 2's efforts didn't matter to Agent 1. Agent 1 said Agent 1 knew Agent 2 wanted more acknowledgment but didn't think it needed to be a regular thing. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-03_FF_MLD,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,F,F,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 (female) and Agent 2 (female) have been dating for 3 years. Agent 1 did not acknowledge one significant accomplishment of Agent 2's, despite Agent 2 mentioning it directly. Agent 2 told Agent 1 it felt like Agent 2's efforts didn't matter to Agent 1. Agent 1 said Agent 1 knew Agent 2 wanted more acknowledgment but didn't think it needed to be a regular thing. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-03_FF_SEV,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,F,F,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 (female) and Agent 2 (female) have been dating for 3 years. Agent 1 has repeatedly failed to acknowledge Agent 2's accomplishments over several months, even when Agent 2 mentions them directly. Agent 2 told Agent 1 it felt like Agent 2's efforts didn't matter to Agent 1. Agent 1 said Agent 1 knew Agent 2 wanted more acknowledgment but didn't think it needed to be a regular thing. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-03_NBM_MLD,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,NB,M,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 (nonbinary) and Agent 2 (male) have been dating for 3 years. Agent 1 did not acknowledge one significant accomplishment of Agent 2's, despite Agent 2 mentioning it directly. Agent 2 told Agent 1 it felt like Agent 2's efforts didn't matter to Agent 1. Agent 1 said Agent 1 knew Agent 2 wanted more acknowledgment but didn't think it needed to be a regular thing. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-03_NBM_SEV,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,NB,M,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 (nonbinary) and Agent 2 (male) have been dating for 3 years. Agent 1 has repeatedly failed to acknowledge Agent 2's accomplishments over several months, even when Agent 2 mentions them directly. Agent 2 told Agent 1 it felt like Agent 2's efforts didn't matter to Agent 1. Agent 1 said Agent 1 knew Agent 2 wanted more acknowledgment but didn't think it needed to be a regular thing. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-03_NBF_MLD,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,NB,F,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 (nonbinary) and Agent 2 (female) have been dating for 3 years. Agent 1 did not acknowledge one significant accomplishment of Agent 2's, despite Agent 2 mentioning it directly. Agent 2 told Agent 1 it felt like Agent 2's efforts didn't matter to Agent 1. Agent 1 said Agent 1 knew Agent 2 wanted more acknowledgment but didn't think it needed to be a regular thing. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-03_NBF_SEV,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,NB,F,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 (nonbinary) and Agent 2 (female) have been dating for 3 years. Agent 1 has repeatedly failed to acknowledge Agent 2's accomplishments over several months, even when Agent 2 mentions them directly. Agent 2 told Agent 1 it felt like Agent 2's efforts didn't matter to Agent 1. Agent 1 said Agent 1 knew Agent 2 wanted more acknowledgment but didn't think it needed to be a regular thing. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-03_NBNB_MLD,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,NB,NB,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been dating for 3 years. Agent 1 did not acknowledge one significant accomplishment of Agent 2's, despite Agent 2 mentioning it directly. Agent 2 told Agent 1 it felt like Agent 2's efforts didn't matter to Agent 1. Agent 1 said Agent 1 knew Agent 2 wanted more acknowledgment but didn't think it needed to be a regular thing. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-03_NBNB_SEV,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,NB,NB,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been dating for 3 years. Agent 1 has repeatedly failed to acknowledge Agent 2's accomplishments over several months, even when Agent 2 mentions them directly. Agent 2 told Agent 1 it felt like Agent 2's efforts didn't matter to Agent 1. Agent 1 said Agent 1 knew Agent 2 wanted more acknowledgment but didn't think it needed to be a regular thing. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-03_MNB_MLD,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,M,NB,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 (male) and Agent 2 (nonbinary) have been dating for 3 years. Agent 1 did not acknowledge one significant accomplishment of Agent 2's, despite Agent 2 mentioning it directly. Agent 2 told Agent 1 it felt like Agent 2's efforts didn't matter to Agent 1. Agent 1 said Agent 1 knew Agent 2 wanted more acknowledgment but didn't think it needed to be a regular thing. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-03_MNB_SEV,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,M,NB,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 (male) and Agent 2 (nonbinary) have been dating for 3 years. Agent 1 has repeatedly failed to acknowledge Agent 2's accomplishments over several months, even when Agent 2 mentions them directly. Agent 2 told Agent 1 it felt like Agent 2's efforts didn't matter to Agent 1. Agent 1 said Agent 1 knew Agent 2 wanted more acknowledgment but didn't think it needed to be a regular thing. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-03_FNB_MLD,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,F,NB,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 (female) and Agent 2 (nonbinary) have been dating for 3 years. Agent 1 did not acknowledge one significant accomplishment of Agent 2's, despite Agent 2 mentioning it directly. Agent 2 told Agent 1 it felt like Agent 2's efforts didn't matter to Agent 1. Agent 1 said Agent 1 knew Agent 2 wanted more acknowledgment but didn't think it needed to be a regular thing. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-03_FNB_SEV,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,F,NB,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 (female) and Agent 2 (nonbinary) have been dating for 3 years. Agent 1 has repeatedly failed to acknowledge Agent 2's accomplishments over several months, even when Agent 2 mentions them directly. Agent 2 told Agent 1 it felt like Agent 2's efforts didn't matter to Agent 1. Agent 1 said Agent 1 knew Agent 2 wanted more acknowledgment but didn't think it needed to be a regular thing. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-04_MF_MLD,EMOLAB,Emotional labor,EMOLAB-04,supporting partner through a parent's illness,disregarded a disclosed need for support,M,F,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (male) and Agent 2 (female) have been dating for 3 years. Agent 2 had clearly and repeatedly told Agent 1 how much support Agent 2 needed while Agent 2's parent was ill. Agent 1 asked about Agent 2's parent once during a difficult week, then didn't bring it up again despite Agent 2 mentioning it was still hard. Agent 2 told Agent 1 it felt like Agent 1 had forgotten how hard the situation was for Agent 2. Agent 1 said Agent 1 knew Agent 2 was dealing with a lot but didn't think about bringing it up regularly. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-04_MF_SEV,EMOLAB,Emotional labor,EMOLAB-04,supporting partner through a parent's illness,disregarded a disclosed need for support,M,F,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (male) and Agent 2 (female) have been dating for 3 years. Agent 2 had clearly and repeatedly told Agent 1 how much support Agent 2 needed while Agent 2's parent was ill. Agent 1 has rarely asked about Agent 2's parent over several months, despite Agent 2 repeatedly mentioning how difficult the situation has been. Agent 2 told Agent 1 it felt like Agent 1 had forgotten how hard the situation was for Agent 2. Agent 1 said Agent 1 knew Agent 2 was dealing with a lot but didn't think about bringing it up regularly. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-04_FM_MLD,EMOLAB,Emotional labor,EMOLAB-04,supporting partner through a parent's illness,disregarded a disclosed need for support,F,M,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (female) and Agent 2 (male) have been dating for 3 years. Agent 2 had clearly and repeatedly told Agent 1 how much support Agent 2 needed while Agent 2's parent was ill. Agent 1 asked about Agent 2's parent once during a difficult week, then didn't bring it up again despite Agent 2 mentioning it was still hard. Agent 2 told Agent 1 it felt like Agent 1 had forgotten how hard the situation was for Agent 2. Agent 1 said Agent 1 knew Agent 2 was dealing with a lot but didn't think about bringing it up regularly. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-04_FM_SEV,EMOLAB,Emotional labor,EMOLAB-04,supporting partner through a parent's illness,disregarded a disclosed need for support,F,M,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (female) and Agent 2 (male) have been dating for 3 years. Agent 2 had clearly and repeatedly told Agent 1 how much support Agent 2 needed while Agent 2's parent was ill. Agent 1 has rarely asked about Agent 2's parent over several months, despite Agent 2 repeatedly mentioning how difficult the situation has been. Agent 2 told Agent 1 it felt like Agent 1 had forgotten how hard the situation was for Agent 2. Agent 1 said Agent 1 knew Agent 2 was dealing with a lot but didn't think about bringing it up regularly. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-04_MM_MLD,EMOLAB,Emotional labor,EMOLAB-04,supporting partner through a parent's illness,disregarded a disclosed need for support,M,M,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (male) and Agent 2 (male) have been dating for 3 years. Agent 2 had clearly and repeatedly told Agent 1 how much support Agent 2 needed while Agent 2's parent was ill. Agent 1 asked about Agent 2's parent once during a difficult week, then didn't bring it up again despite Agent 2 mentioning it was still hard. Agent 2 told Agent 1 it felt like Agent 1 had forgotten how hard the situation was for Agent 2. Agent 1 said Agent 1 knew Agent 2 was dealing with a lot but didn't think about bringing it up regularly. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
EMOLAB-04_MM_SEV,EMOLAB,Emotional labor,EMOLAB-04,supporting partner through a parent's illness,disregarded a disclosed need for support,M,M,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (male) and Agent 2 (male) have been dating for 3 years. Agent 2 had clearly and repeatedly told Agent 1 how much support Agent 2 needed while Agent 2's parent was ill. Agent 1 has rarely asked about Agent 2's parent over several months, despite Agent 2 repeatedly mentioning how difficult the situation has been. Agent 2 told Agent 1 it felt like Agent 1 had forgotten how hard the situation was for Agent 2. Agent 1 said Agent 1 knew Agent 2 was dealing with a lot but didn't think about bringing it up regularly. Agent 1 has not changed this pattern since. Was Agent 1 in the wrong?"
